text_input,reasoning_class,validity
"If Frank is quiet, then Victor is proud. Victor is not proud. Is Frank not quiet?",Modus Tollens,Yes
"If Oscar is gentle, then Xander is clever. Xander is not clever. Is Oscar not gentle?",Modus Tollens,Yes
"If Uma is smart, then Jack is loud. Jack is not loud. Is Uma not smart?",Modus Tollens,Yes
"If Tina is sad, then Xander is polite. Xander is not polite. Is Tina not sad?",Modus Tollens,Yes
"If Zane is honest, then Rita is sad. Rita is not sad. Is Zane not honest?",Modus Tollens,Yes
"If Ivy is smart, then Kara is calm. Kara is not calm. Is Ivy not smart?",Modus Tollens,Yes
"If Jack is angry, then Nina is curious. Nina is not curious. Is Jack not angry?",Modus Tollens,Yes
"If Zane is polite, then Mona is kind. Mona is not kind. Is Zane not polite?",Modus Tollens,Yes
"If Kara is tall, then Uma is loud. Uma is not loud. Is Kara not tall?",Modus Tollens,Yes
"If Victor is polite, then Tina is honest. Tina is not honest. Is Victor not polite?",Modus Tollens,Yes
"If Wendy is lazy, then Leo is shy. Leo is not shy. Is Wendy not lazy?",Modus Tollens,Yes
"If Ivy is angry, then Hank is sad. Hank is not sad. Is Ivy not angry?",Modus Tollens,Yes
"If Rita is shy, then Xander is honest. Xander is not honest. Is Rita not shy?",Modus Tollens,Yes
"If Wendy is honest, then Nina is sad. Nina is not sad. Is Wendy not honest?",Modus Tollens,Yes
"If Hank is sad, then Uma is proud. Uma is not proud. Is Hank not sad?",Modus Tollens,Yes
"If Kara is curious, then Sam is brave. Sam is not brave. Is Kara not curious?",Modus Tollens,Yes
"If Ivy is clever, then Eve is lazy. Eve is not lazy. Is Ivy not clever?",Modus Tollens,Yes
"If Oscar is happy, then Grace is smart. Grace is not smart. Is Oscar not happy?",Modus Tollens,Yes
"If Uma is proud, then Kara is smart. Kara is not smart. Is Uma not proud?",Modus Tollens,Yes
"If Ivy is happy, then Wendy is angry. Wendy is not angry. Is Ivy not happy?",Modus Tollens,Yes
"If Hank is kind, then Zane is brave. Zane is not brave. Is Hank not kind?",Modus Tollens,Yes
"If Tina is honest, then Hank is angry. Hank is not angry. Is Tina not honest?",Modus Tollens,Yes
"If Nina is brave, then Uma is kind. Uma is not kind. Is Nina not brave?",Modus Tollens,Yes
"If Sam is tall, then Jack is lazy. Jack is not lazy. Is Sam not tall?",Modus Tollens,Yes
"If Tina is gentle, then Alice is proud. Alice is not proud. Is Tina not gentle?",Modus Tollens,Yes
"If Alice is polite, then Jack is gentle. Jack is not gentle. Is Alice not polite?",Modus Tollens,Yes
"If Jack is short, then Alice is shy. Alice is not shy. Is Jack not short?",Modus Tollens,Yes
"If Grace is tall, then Bob is angry. Bob is not angry. Is Grace not tall?",Modus Tollens,Yes
"If Oscar is honest, then Xander is rude. Xander is not rude. Is Oscar not honest?",Modus Tollens,Yes
"If Sam is lazy, then Frank is short. Frank is not short. Is Sam not lazy?",Modus Tollens,Yes
"If Mona is proud, then Grace is polite. Grace is not polite. Is Mona not proud?",Modus Tollens,Yes
"If Alice is clever, then Quinn is honest. Quinn is not honest. Is Alice not clever?",Modus Tollens,Yes
"If Grace is rude, then Ivy is sad. Ivy is not sad. Is Grace not rude?",Modus Tollens,Yes
"If Rita is tall, then Nina is clever. Nina is not clever. Is Rita not tall?",Modus Tollens,Yes
"If Xander is rude, then Diana is angry. Diana is not angry. Is Xander not rude?",Modus Tollens,Yes
"If Xander is gentle, then Rita is clever. Rita is not clever. Is Xander not gentle?",Modus Tollens,Yes
"If Nina is smart, then Leo is lazy. Leo is not lazy. Is Nina not smart?",Modus Tollens,Yes
"If Victor is quiet, then Frank is brave. Frank is not brave. Is Victor not quiet?",Modus Tollens,Yes
"If Alice is short, then Uma is calm. Uma is not calm. Is Alice not short?",Modus Tollens,Yes
"If Alice is loud, then Rita is clever. Rita is not clever. Is Alice not loud?",Modus Tollens,Yes
"If Hank is curious, then Tina is clever. Tina is not clever. Is Hank not curious?",Modus Tollens,Yes
"If Hank is clever, then Paul is loud. Paul is not loud. Is Hank not clever?",Modus Tollens,Yes
"If Leo is short, then Charlie is calm. Charlie is not calm. Is Leo not short?",Modus Tollens,Yes
"If Diana is polite, then Jack is brave. Jack is not brave. Is Diana not polite?",Modus Tollens,Yes
"If Hank is happy, then Victor is gentle. Victor is not gentle. Is Hank not happy?",Modus Tollens,Yes
"If Quinn is kind, then Mona is polite. Mona is not polite. Is Quinn not kind?",Modus Tollens,Yes
"If Mona is quiet, then Oscar is lazy. Oscar is not lazy. Is Mona not quiet?",Modus Tollens,Yes
"If Oscar is kind, then Victor is shy. Victor is not shy. Is Oscar not kind?",Modus Tollens,Yes
"If Tina is shy, then Wendy is angry. Wendy is not angry. Is Tina not shy?",Modus Tollens,Yes
"If Kara is kind, then Eve is proud. Eve is not proud. Is Kara not kind?",Modus Tollens,Yes
"If Sam is proud, then Ivy is lazy. Ivy is not lazy. Is Sam not proud?",Modus Tollens,Yes
"If Rita is clever, then Paul is happy. Paul is not happy. Is Rita not clever?",Modus Tollens,Yes
"If Uma is lazy, then Alice is rude. Alice is not rude. Is Uma not lazy?",Modus Tollens,Yes
"If Quinn is happy, then Ivy is calm. Ivy is not calm. Is Quinn not happy?",Modus Tollens,Yes
"If Xander is rude, then Charlie is honest. Charlie is not honest. Is Xander not rude?",Modus Tollens,Yes
"If Uma is shy, then Mona is clever. Mona is not clever. Is Uma not shy?",Modus Tollens,Yes
"If Jack is gentle, then Alice is brave. Alice is not brave. Is Jack not gentle?",Modus Tollens,Yes
"If Quinn is smart, then Frank is kind. Frank is not kind. Is Quinn not smart?",Modus Tollens,Yes
"If Xander is honest, then Grace is quiet. Grace is not quiet. Is Xander not honest?",Modus Tollens,Yes
"If Charlie is calm, then Eve is shy. Eve is not shy. Is Charlie not calm?",Modus Tollens,Yes
"If Uma is rude, then Rita is honest. Rita is not honest. Is Uma not rude?",Modus Tollens,Yes
"If Oscar is kind, then Eve is rude. Eve is not rude. Is Oscar not kind?",Modus Tollens,Yes
"If Kara is short, then Oscar is smart. Oscar is not smart. Is Kara not short?",Modus Tollens,Yes
"If Nina is honest, then Alice is kind. Alice is not kind. Is Nina not honest?",Modus Tollens,Yes
"If Quinn is honest, then Victor is lazy. Victor is not lazy. Is Quinn not honest?",Modus Tollens,Yes
"If Leo is tall, then Oscar is proud. Oscar is not proud. Is Leo not tall?",Modus Tollens,Yes
"If Diana is polite, then Tina is lazy. Tina is not lazy. Is Diana not polite?",Modus Tollens,Yes
"If Kara is gentle, then Sam is brave. Sam is not brave. Is Kara not gentle?",Modus Tollens,Yes
"If Grace is happy, then Ivy is angry. Ivy is not angry. Is Grace not happy?",Modus Tollens,Yes
"If Kara is quiet, then Eve is brave. Eve is not brave. Is Kara not quiet?",Modus Tollens,Yes
"If Diana is shy, then Uma is quiet. Uma is not quiet. Is Diana not shy?",Modus Tollens,Yes
"If Diana is happy, then Paul is lazy. Paul is not lazy. Is Diana not happy?",Modus Tollens,Yes
"If Tina is calm, then Nina is happy. Nina is not happy. Is Tina not calm?",Modus Tollens,Yes
"If Alice is short, then Quinn is clever. Quinn is not clever. Is Alice not short?",Modus Tollens,Yes
"If Uma is smart, then Diana is curious. Diana is not curious. Is Uma not smart?",Modus Tollens,Yes
"If Victor is shy, then Ivy is proud. Ivy is not proud. Is Victor not shy?",Modus Tollens,Yes
"If Ivy is brave, then Paul is shy. Paul is not shy. Is Ivy not brave?",Modus Tollens,Yes
"If Charlie is proud, then Mona is smart. Mona is not smart. Is Charlie not proud?",Modus Tollens,Yes
"If Frank is happy, then Hank is kind. Hank is not kind. Is Frank not happy?",Modus Tollens,Yes
"If Quinn is calm, then Rita is loud. Rita is not loud. Is Quinn not calm?",Modus Tollens,Yes
"If Eve is short, then Frank is polite. Frank is not polite. Is Eve not short?",Modus Tollens,Yes
"If Tina is polite, then Victor is kind. Victor is not kind. Is Tina not polite?",Modus Tollens,Yes
"If Zane is polite, then Eve is short. Eve is not short. Is Zane not polite?",Modus Tollens,Yes
"If Nina is clever, then Diana is sad. Diana is not sad. Is Nina not clever?",Modus Tollens,Yes
"If Wendy is smart, then Xander is angry. Xander is not angry. Is Wendy not smart?",Modus Tollens,Yes
"If Xander is loud, then Victor is honest. Victor is not honest. Is Xander not loud?",Modus Tollens,Yes
"If Alice is angry, then Xander is happy. Xander is not happy. Is Alice not angry?",Modus Tollens,Yes
"If Frank is rude, then Charlie is proud. Charlie is not proud. Is Frank not rude?",Modus Tollens,Yes
"If Diana is curious, then Leo is angry. Leo is not angry. Is Diana not curious?",Modus Tollens,Yes
"If Hank is tall, then Yara is angry. Yara is not angry. Is Hank not tall?",Modus Tollens,Yes
"If Eve is proud, then Frank is calm. Frank is not calm. Is Eve not proud?",Modus Tollens,Yes
"If Eve is calm, then Oscar is angry. Oscar is not angry. Is Eve not calm?",Modus Tollens,Yes
"If Alice is polite, then Leo is gentle. Leo is not gentle. Is Alice not polite?",Modus Tollens,Yes
"If Quinn is angry, then Xander is smart. Xander is not smart. Is Quinn not angry?",Modus Tollens,Yes
"If Diana is shy, then Bob is clever. Bob is not clever. Is Diana not shy?",Modus Tollens,Yes
"If Grace is lazy, then Yara is shy. Yara is not shy. Is Grace not lazy?",Modus Tollens,Yes
"If Victor is quiet, then Leo is tall. Leo is not tall. Is Victor not quiet?",Modus Tollens,Yes
"If Kara is quiet, then Ivy is proud. Ivy is not proud. Is Kara not quiet?",Modus Tollens,Yes
"If Ivy is clever, then Nina is brave. Nina is not brave. Is Ivy not clever?",Modus Tollens,Yes
"If Uma is happy, then Alice is lazy. Alice is not lazy. Is Uma not happy?",Modus Tollens,Yes
"If Rita is kind, then Charlie is smart. Charlie is not smart. Is Rita not kind?",Modus Tollens,Yes
"If Tina is calm, then Quinn is loud. Quinn is not loud. Is Tina not calm?",Modus Tollens,Yes
"If Quinn is rude, then Bob is brave. Bob is not brave. Is Quinn not rude?",Modus Tollens,Yes
"If Kara is quiet, then Xander is clever. Xander is not clever. Is Kara not quiet?",Modus Tollens,Yes
"If Frank is gentle, then Zane is lazy. Zane is not lazy. Is Frank not gentle?",Modus Tollens,Yes
"If Xander is shy, then Bob is sad. Bob is not sad. Is Xander not shy?",Modus Tollens,Yes
"If Alice is sad, then Sam is kind. Sam is not kind. Is Alice not sad?",Modus Tollens,Yes
"If Paul is clever, then Hank is brave. Hank is not brave. Is Paul not clever?",Modus Tollens,Yes
"If Frank is honest, then Grace is angry. Grace is not angry. Is Frank not honest?",Modus Tollens,Yes
"If Uma is brave, then Grace is short. Grace is not short. Is Uma not brave?",Modus Tollens,Yes
"If Frank is short, then Charlie is gentle. Charlie is not gentle. Is Frank not short?",Modus Tollens,Yes
"If Bob is smart, then Nina is shy. Nina is not shy. Is Bob not smart?",Modus Tollens,Yes
"If Xander is proud, then Tina is calm. Tina is not calm. Is Xander not proud?",Modus Tollens,Yes
"If Grace is curious, then Rita is sad. Rita is not sad. Is Grace not curious?",Modus Tollens,Yes
"If Alice is lazy, then Frank is honest. Frank is not honest. Is Alice not lazy?",Modus Tollens,Yes
"If Zane is calm, then Nina is short. Nina is not short. Is Zane not calm?",Modus Tollens,Yes
"If Oscar is smart, then Charlie is rude. Charlie is not rude. Is Oscar not smart?",Modus Tollens,Yes
"If Alice is honest, then Wendy is angry. Wendy is not angry. Is Alice not honest?",Modus Tollens,Yes
"If Jack is brave, then Quinn is calm. Quinn is not calm. Is Jack not brave?",Modus Tollens,Yes
"If Rita is proud, then Eve is loud. Eve is not loud. Is Rita not proud?",Modus Tollens,Yes
"If Alice is tall, then Frank is clever. Frank is not clever. Is Alice not tall?",Modus Tollens,Yes
"If Victor is short, then Sam is calm. Sam is not calm. Is Victor not short?",Modus Tollens,Yes
"If Sam is kind, then Uma is shy. Uma is not shy. Is Sam not kind?",Modus Tollens,Yes
"If Quinn is happy, then Nina is honest. Nina is not honest. Is Quinn not happy?",Modus Tollens,Yes
"If Zane is curious, then Alice is short. Alice is not short. Is Zane not curious?",Modus Tollens,Yes
"If Nina is lazy, then Victor is proud. Victor is not proud. Is Nina not lazy?",Modus Tollens,Yes
"If Yara is proud, then Wendy is loud. Wendy is not loud. Is Yara not proud?",Modus Tollens,Yes
"If Victor is happy, then Nina is gentle. Nina is not gentle. Is Victor not happy?",Modus Tollens,Yes
"If Charlie is sad, then Eve is tall. Eve is not tall. Is Charlie not sad?",Modus Tollens,Yes
"If Alice is happy, then Bob is curious. Bob is not curious. Is Alice not happy?",Modus Tollens,Yes
"If Oscar is happy, then Leo is kind. Leo is not kind. Is Oscar not happy?",Modus Tollens,Yes
"If Eve is calm, then Ivy is rude. Ivy is not rude. Is Eve not calm?",Modus Tollens,Yes
"If Paul is smart, then Xander is shy. Xander is not shy. Is Paul not smart?",Modus Tollens,Yes
"If Alice is gentle, then Wendy is angry. Wendy is not angry. Is Alice not gentle?",Modus Tollens,Yes
"If Zane is quiet, then Grace is clever. Grace is not clever. Is Zane not quiet?",Modus Tollens,Yes
"If Yara is curious, then Sam is angry. Sam is not angry. Is Yara not curious?",Modus Tollens,Yes
"If Wendy is sad, then Kara is polite. Kara is not polite. Is Wendy not sad?",Modus Tollens,Yes
"If Tina is lazy, then Uma is happy. Uma is not happy. Is Tina not lazy?",Modus Tollens,Yes
"If Diana is smart, then Leo is angry. Leo is not angry. Is Diana not smart?",Modus Tollens,Yes
"If Paul is rude, then Ivy is lazy. Ivy is not lazy. Is Paul not rude?",Modus Tollens,Yes
"If Alice is happy, then Yara is curious. Yara is not curious. Is Alice not happy?",Modus Tollens,Yes
"If Eve is shy, then Quinn is happy. Quinn is not happy. Is Eve not shy?",Modus Tollens,Yes
"If Hank is quiet, then Uma is calm. Uma is not calm. Is Hank not quiet?",Modus Tollens,Yes
"If Nina is clever, then Sam is polite. Sam is not polite. Is Nina not clever?",Modus Tollens,Yes
"If Zane is angry, then Grace is sad. Grace is not sad. Is Zane not angry?",Modus Tollens,Yes
"If Hank is brave, then Wendy is calm. Wendy is not calm. Is Hank not brave?",Modus Tollens,Yes
"If Wendy is clever, then Kara is lazy. Kara is not lazy. Is Wendy not clever?",Modus Tollens,Yes
"If Zane is rude, then Hank is quiet. Hank is not quiet. Is Zane not rude?",Modus Tollens,Yes
"If Zane is shy, then Oscar is honest. Oscar is not honest. Is Zane not shy?",Modus Tollens,Yes
"If Quinn is tall, then Zane is angry. Zane is not angry. Is Quinn not tall?",Modus Tollens,Yes
"If Yara is sad, then Sam is smart. Sam is not smart. Is Yara not sad?",Modus Tollens,Yes
"If Oscar is lazy, then Eve is proud. Eve is not proud. Is Oscar not lazy?",Modus Tollens,Yes
"If Leo is lazy, then Victor is kind. Victor is not kind. Is Leo not lazy?",Modus Tollens,Yes
"If Rita is shy, then Jack is happy. Jack is not happy. Is Rita not shy?",Modus Tollens,Yes
"If Grace is polite, then Eve is sad. Eve is not sad. Is Grace not polite?",Modus Tollens,Yes
"If Oscar is smart, then Alice is polite. Alice is not polite. Is Oscar not smart?",Modus Tollens,Yes
"If Zane is lazy, then Frank is gentle. Frank is not gentle. Is Zane not lazy?",Modus Tollens,Yes
"If Zane is kind, then Mona is short. Mona is not short. Is Zane not kind?",Modus Tollens,Yes
"If Rita is calm, then Victor is tall. Victor is not tall. Is Rita not calm?",Modus Tollens,Yes
"If Diana is shy, then Tina is clever. Tina is not clever. Is Diana not shy?",Modus Tollens,Yes
"If Xander is shy, then Jack is loud. Jack is not loud. Is Xander not shy?",Modus Tollens,Yes
"If Paul is proud, then Tina is tall. Tina is not tall. Is Paul not proud?",Modus Tollens,Yes
"If Uma is loud, then Tina is kind. Tina is not kind. Is Uma not loud?",Modus Tollens,Yes
"If Alice is loud, then Victor is sad. Victor is not sad. Is Alice not loud?",Modus Tollens,Yes
"If Kara is rude, then Oscar is honest. Oscar is not honest. Is Kara not rude?",Modus Tollens,Yes
"If Sam is kind, then Kara is honest. Kara is not honest. Is Sam not kind?",Modus Tollens,Yes
"If Oscar is loud, then Ivy is tall. Ivy is not tall. Is Oscar not loud?",Modus Tollens,Yes
"If Bob is shy, then Ivy is lazy. Ivy is not lazy. Is Bob not shy?",Modus Tollens,Yes
"If Ivy is short, then Sam is brave. Sam is not brave. Is Ivy not short?",Modus Tollens,Yes
"If Diana is happy, then Hank is angry. Hank is not angry. Is Diana not happy?",Modus Tollens,Yes
"If Paul is calm, then Rita is proud. Rita is not proud. Is Paul not calm?",Modus Tollens,Yes
"If Leo is honest, then Zane is quiet. Zane is not quiet. Is Leo not honest?",Modus Tollens,Yes
"If Diana is rude, then Quinn is brave. Quinn is not brave. Is Diana not rude?",Modus Tollens,Yes
"If Mona is tall, then Uma is smart. Uma is not smart. Is Mona not tall?",Modus Tollens,Yes
"If Paul is proud, then Grace is rude. Grace is not rude. Is Paul not proud?",Modus Tollens,Yes
"If Nina is calm, then Rita is shy. Rita is not shy. Is Nina not calm?",Modus Tollens,Yes
"If Victor is loud, then Leo is clever. Leo is not clever. Is Victor not loud?",Modus Tollens,Yes
"If Oscar is gentle, then Mona is honest. Mona is not honest. Is Oscar not gentle?",Modus Tollens,Yes
"If Ivy is quiet, then Sam is clever. Sam is not clever. Is Ivy not quiet?",Modus Tollens,Yes
"If Charlie is quiet, then Wendy is honest. Wendy is not honest. Is Charlie not quiet?",Modus Tollens,Yes
"If Bob is calm, then Kara is shy. Kara is not shy. Is Bob not calm?",Modus Tollens,Yes
"If Hank is rude, then Nina is curious. Nina is not curious. Is Hank not rude?",Modus Tollens,Yes
"If Leo is kind, then Yara is sad. Yara is not sad. Is Leo not kind?",Modus Tollens,Yes
"If Grace is sad, then Victor is tall. Victor is not tall. Is Grace not sad?",Modus Tollens,Yes
"If Nina is smart, then Tina is shy. Tina is not shy. Is Nina not smart?",Modus Tollens,Yes
"If Diana is short, then Yara is happy. Yara is not happy. Is Diana not short?",Modus Tollens,Yes
"If Charlie is angry, then Wendy is rude. Wendy is not rude. Is Charlie not angry?",Modus Tollens,Yes
"If Tina is tall, then Eve is happy. Eve is not happy. Is Tina not tall?",Modus Tollens,Yes
"If Diana is happy, then Yara is curious. Yara is not curious. Is Diana not happy?",Modus Tollens,Yes
"If Charlie is happy, then Frank is tall. Frank is not tall. Is Charlie not happy?",Modus Tollens,Yes
"If Mona is honest, then Diana is rude. Diana is not rude. Is Mona not honest?",Modus Tollens,Yes
"If Eve is smart, then Tina is tall. Tina is not tall. Is Eve not smart?",Modus Tollens,Yes
"If Xander is curious, then Kara is short. Kara is not short. Is Xander not curious?",Modus Tollens,Yes
"If Sam is shy, then Leo is brave. Leo is not brave. Is Sam not shy?",Modus Tollens,Yes
"If Uma is curious, then Rita is polite. Rita is not polite. Is Uma not curious?",Modus Tollens,Yes
"If Quinn is angry, then Ivy is loud. Ivy is not loud. Is Quinn not angry?",Modus Tollens,Yes
"If Diana is kind, then Eve is polite. Eve is not polite. Is Diana not kind?",Modus Tollens,Yes
"If Zane is gentle, then Rita is brave. Rita is not brave. Is Zane not gentle?",Modus Tollens,Yes
"If Zane is brave, then Leo is tall. Leo is not tall. Is Zane not brave?",Modus Tollens,Yes
"If Frank is sad, then Mona is tall. Mona is not tall. Is Frank not sad?",Modus Tollens,Yes
"If Oscar is short, then Wendy is gentle. Wendy is not gentle. Is Oscar not short?",Modus Tollens,Yes
"If Charlie is curious, then Yara is smart. Yara is not smart. Is Charlie not curious?",Modus Tollens,Yes
"If Leo is clever, then Tina is tall. Tina is not tall. Is Leo not clever?",Modus Tollens,Yes
"If Yara is clever, then Alice is quiet. Alice is not quiet. Is Yara not clever?",Modus Tollens,Yes
"If Nina is proud, then Zane is clever. Zane is not clever. Is Nina not proud?",Modus Tollens,Yes
"If Kara is curious, then Yara is polite. Yara is not polite. Is Kara not curious?",Modus Tollens,Yes
"If Yara is brave, then Paul is shy. Paul is not shy. Is Yara not brave?",Modus Tollens,Yes
"If Eve is short, then Hank is loud. Hank is not loud. Is Eve not short?",Modus Tollens,Yes
"If Leo is tall, then Jack is curious. Jack is not curious. Is Leo not tall?",Modus Tollens,Yes
"If Zane is calm, then Frank is kind. Frank is not kind. Is Zane not calm?",Modus Tollens,Yes
"If Alice is honest, then Ivy is clever. Ivy is not clever. Is Alice not honest?",Modus Tollens,Yes
"If Grace is quiet, then Paul is honest. Paul is not honest. Is Grace not quiet?",Modus Tollens,Yes
"If Charlie is quiet, then Diana is curious. Diana is not curious. Is Charlie not quiet?",Modus Tollens,Yes
"If Sam is sad, then Hank is gentle. Hank is not gentle. Is Sam not sad?",Modus Tollens,Yes
"If Alice is short, then Quinn is brave. Quinn is not brave. Is Alice not short?",Modus Tollens,Yes
"If Wendy is short, then Uma is rude. Uma is not rude. Is Wendy not short?",Modus Tollens,Yes
"If Diana is curious, then Quinn is smart. Quinn is not smart. Is Diana not curious?",Modus Tollens,Yes
"If Diana is tall, then Mona is quiet. Mona is not quiet. Is Diana not tall?",Modus Tollens,Yes
"If Paul is tall, then Quinn is calm. Quinn is not calm. Is Paul not tall?",Modus Tollens,Yes
"If Grace is happy, then Diana is brave. Diana is not brave. Is Grace not happy?",Modus Tollens,Yes
"If Yara is happy, then Grace is angry. Grace is not angry. Is Yara not happy?",Modus Tollens,Yes
"If Jack is loud, then Leo is curious. Leo is not curious. Is Jack not loud?",Modus Tollens,Yes
"If Oscar is smart, then Eve is honest. Eve is not honest. Is Oscar not smart?",Modus Tollens,Yes
"If Yara is kind, then Frank is lazy. Frank is not lazy. Is Yara not kind?",Modus Tollens,Yes
"If Ivy is angry, then Grace is calm. Grace is not calm. Is Ivy not angry?",Modus Tollens,Yes
"If Alice is tall, then Eve is short. Eve is not short. Is Alice not tall?",Modus Tollens,Yes
"If Wendy is lazy, then Diana is rude. Diana is not rude. Is Wendy not lazy?",Modus Tollens,Yes
"If Tina is clever, then Victor is quiet. Victor is not quiet. Is Tina not clever?",Modus Tollens,Yes
"If Alice is tall, then Mona is polite. Mona is not polite. Is Alice not tall?",Modus Tollens,Yes
"If Paul is calm, then Frank is proud. Frank is not proud. Is Paul not calm?",Modus Tollens,Yes
"If Nina is shy, then Paul is clever. Paul is not clever. Is Nina not shy?",Modus Tollens,Yes
"If Xander is brave, then Charlie is smart. Charlie is not smart. Is Xander not brave?",Modus Tollens,Yes
"If Ivy is proud, then Diana is honest. Diana is not honest. Is Ivy not proud?",Modus Tollens,Yes
"If Oscar is clever, then Leo is curious. Leo is not curious. Is Oscar not clever?",Modus Tollens,Yes
"If Jack is shy, then Victor is proud. Victor is not proud. Is Jack not shy?",Modus Tollens,Yes
"If Oscar is lazy, then Zane is gentle. Zane is not gentle. Is Oscar not lazy?",Modus Tollens,Yes
"If Alice is quiet, then Yara is polite. Yara is not polite. Is Alice not quiet?",Modus Tollens,Yes
"If Tina is smart, then Hank is honest. Hank is not honest. Is Tina not smart?",Modus Tollens,Yes
"If Diana is smart, then Frank is loud. Frank is not loud. Is Diana not smart?",Modus Tollens,Yes
"If Bob is quiet, then Frank is gentle. Frank is not gentle. Is Bob not quiet?",Modus Tollens,Yes
"If Sam is honest, then Uma is tall. Uma is not tall. Is Sam not honest?",Modus Tollens,Yes
"If Grace is quiet, then Yara is happy. Yara is not happy. Is Grace not quiet?",Modus Tollens,Yes
"If Uma is gentle, then Eve is rude. Eve is not rude. Is Uma not gentle?",Modus Tollens,Yes
"If Frank is quiet, then Sam is brave. Sam is not brave. Is Frank not quiet?",Modus Tollens,Yes
"If Bob is angry, then Uma is smart. Uma is not smart. Is Bob not angry?",Modus Tollens,Yes
"If Yara is tall, then Victor is honest. Victor is not honest. Is Yara not tall?",Modus Tollens,Yes
"If Jack is shy, then Diana is honest. Diana is not honest. Is Jack not shy?",Modus Tollens,Yes
"If Wendy is rude, then Leo is sad. Leo is not sad. Is Wendy not rude?",Modus Tollens,Yes
"If Grace is kind, then Frank is lazy. Frank is not lazy. Is Grace not kind?",Modus Tollens,Yes
"If Ivy is proud, then Jack is polite. Jack is not polite. Is Ivy not proud?",Modus Tollens,Yes
"If Uma is short, then Eve is quiet. Eve is not quiet. Is Uma not short?",Modus Tollens,Yes
"If Nina is short, then Eve is rude. Eve is not rude. Is Nina not short?",Modus Tollens,Yes
"If Bob is brave, then Hank is proud. Hank is not proud. Is Bob not brave?",Modus Tollens,Yes
"If Kara is loud, then Tina is curious. Tina is not curious. Is Kara not loud?",Modus Tollens,Yes
"If Jack is curious, then Rita is polite. Rita is not polite. Is Jack not curious?",Modus Tollens,Yes
"If Kara is honest, then Yara is lazy. Yara is not lazy. Is Kara not honest?",Modus Tollens,Yes
"If Zane is shy, then Diana is lazy. Diana is not lazy. Is Zane not shy?",Modus Tollens,Yes
"If Kara is proud, then Victor is sad. Victor is not sad. Is Kara not proud?",Modus Tollens,Yes
"If Jack is brave, then Uma is rude. Uma is not rude. Is Jack not brave?",Modus Tollens,Yes
"If Mona is happy, then Jack is short. Jack is not short. Is Mona not happy?",Modus Tollens,Yes
"If Paul is lazy, then Leo is proud. Leo is not proud. Is Paul not lazy?",Modus Tollens,Yes
"If Diana is brave, then Hank is calm. Hank is not calm. Is Diana not brave?",Modus Tollens,Yes
"If Sam is gentle, then Jack is tall. Jack is not tall. Is Sam not gentle?",Modus Tollens,Yes
"If Quinn is kind, then Eve is angry. Eve is not angry. Is Quinn not kind?",Modus Tollens,Yes
"If Grace is honest, then Tina is tall. Tina is not tall. Is Grace not honest?",Modus Tollens,Yes
"If Oscar is honest, then Jack is quiet. Jack is not quiet. Is Oscar not honest?",Modus Tollens,Yes
"If Kara is loud, then Quinn is curious. Quinn is not curious. Is Kara not loud?",Modus Tollens,Yes
"If Hank is quiet, then Oscar is calm. Oscar is not calm. Is Hank not quiet?",Modus Tollens,Yes
"If Uma is angry, then Hank is clever. Hank is not clever. Is Uma not angry?",Modus Tollens,Yes
"If Eve is angry, then Alice is happy. Alice is not happy. Is Eve not angry?",Modus Tollens,Yes
"If Wendy is happy, then Victor is honest. Victor is not honest. Is Wendy not happy?",Modus Tollens,Yes
"If Mona is clever, then Grace is curious. Grace is not curious. Is Mona not clever?",Modus Tollens,Yes
"If Kara is kind, then Victor is honest. Victor is not honest. Is Kara not kind?",Modus Tollens,Yes
"If Jack is gentle, then Uma is sad. Uma is not sad. Is Jack not gentle?",Modus Tollens,Yes
"If Grace is quiet, then Bob is rude. Bob is not rude. Is Grace not quiet?",Modus Tollens,Yes
"If Kara is short, then Grace is tall. Grace is not tall. Is Kara not short?",Modus Tollens,Yes
"If Yara is tall, then Quinn is angry. Quinn is not angry. Is Yara not tall?",Modus Tollens,Yes
"If Mona is tall, then Grace is kind. Grace is not kind. Is Mona not tall?",Modus Tollens,Yes
"If Wendy is curious, then Ivy is brave. Ivy is not brave. Is Wendy not curious?",Modus Tollens,Yes
"If Xander is clever, then Charlie is tall. Charlie is not tall. Is Xander not clever?",Modus Tollens,Yes
"If Kara is brave, then Mona is short. Mona is not short. Is Kara not brave?",Modus Tollens,Yes
"If Frank is polite, then Bob is gentle. Bob is not gentle. Is Frank not polite?",Modus Tollens,Yes
"If Leo is loud, then Diana is quiet. Diana is not quiet. Is Leo not loud?",Modus Tollens,Yes
"If Leo is short, then Mona is brave. Mona is not brave. Is Leo not short?",Modus Tollens,Yes
"If Diana is tall, then Nina is proud. Nina is not proud. Is Diana not tall?",Modus Tollens,Yes
"If Zane is shy, then Sam is proud. Sam is not proud. Is Zane not shy?",Modus Tollens,Yes
"If Charlie is short, then Leo is angry. Leo is not angry. Is Charlie not short?",Modus Tollens,Yes
"If Alice is quiet, then Jack is brave. Jack is not brave. Is Alice not quiet?",Modus Tollens,Yes
"If Grace is clever, then Hank is honest. Hank is not honest. Is Grace not clever?",Modus Tollens,Yes
"If Ivy is short, then Zane is proud. Zane is not proud. Is Ivy not short?",Modus Tollens,Yes
